cik,entityName,ticker,stateOfIncorporation,sic,sicDescription,industryCategory,fiscalYear,period,Revenues,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,ResearchAndDevelopmentExpense,OperatingCashFlow,Goodwill,IntangibleAssetsNetExcludingGoodwill,PatentsIssued,dataCompleteness,dataFreshness,yearAvailability,file_path
737207,"Adhera Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-4150375,-917521,44074,26359515,-26315441,32388,,-655155,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000737207.json
737207,"Adhera Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-2114000,-1618000,79000,22265000,-22186000,32000,,-1415000,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000737207.json
737207,"Adhera Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-6351000,-674000,196000,25302000,-25106000,76000,,-665000,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000737207.json
737207,"Adhera Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,0,-3766000,-2037000,1000,14080000,-14773000,0,,-588000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000737207.json
737207,"Adhera Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,252000,-11978000,-11316000,420000,9520000,-9887000,1600000,0,-8738000,,0,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000737207.json
1501756,"Adverum Biotechnologies, Inc.",,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2025,FY,,-47019000,-48221000,137654000,111232000,26422000,49161000,28747000,-42771000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001501756.json
1501756,"Adverum Biotechnologies, Inc.",,"Californie, …tats-Unis",2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2024,FY,1000000,-130927000,-139159000,179841000,109127000,70714000,60652000,77041000,-92462000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001501756.json
1501756,"Adverum Biotechnologies, Inc.",,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2023,FY,3600000,-117165000,-123991000,173010000,89541000,83469000,75000000,77676000,-90902000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001501756.json
1501756,"Adverum Biotechnologies, Inc.",,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2022,FY,0,-154536000,-157135000,308372000,126854000,181518000,68431000,99277000,-108091000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001501756.json
1501756,"Adverum Biotechnologies, Inc.",,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2021,FY,7500000,-145540000,-146122000,439727000,123542000,316185000,34195000,89181000,-107831000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001501756.json
1501756,"Adverum Biotechnologies, Inc.",,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2020,FY,0,-117507000,-117950000,482567000,48220000,434347000,62424000,73309000,-79291000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001501756.json
1501756,"Adverum Biotechnologies, Inc.",,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2019,FY,250000,-64486000,-68545000,222727000,47770000,174957000,65897000,40419000,-49170000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001501756.json
1337553,"Aerie Pharmaceuticals, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,99275000,-82088000,-78452000,375590000,539572000,-163982000,54093000,66726000,37277000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001337553.json
1337553,"Aerie Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,194134000,-74810000,-46354000,431391000,448724000,-17333000,37187000,75837000,-99154000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001337553.json
1337553,"Aerie Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,83138000,-183101000,-155690000,402045000,378077000,23968000,151570000,74007000,-64690000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001337553.json
1337553,"Aerie Pharmaceuticals, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,69888000,-199581000,-187492000,452608000,285658000,166950000,143940000,91378000,-150430000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001337553.json
1138776,"Aevi Genomic Medicine, Inc.",,"Delaware, …tats-Unis",8750,Next-Generation Sequencing Services,Diagnostics,2019,FY,,-12526000,-12545000,2796000,6253000,-3457000,2381000,7902000,-11695000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001138776.json
1261249,"Agile Therapeutics,¬†Inc.",,New Jersey,8073,Clinical Research Organizations,Pharmaceuticals,2024,FY,11292000,-10590000,-5506000,14963000,36875000,-21912000,2848000,1033000,-2243000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001261249.json
1261249,"Agile Therapeutics,¬†Inc.",,…tats-Unis,8073,Clinical Research Organizations,Biotechnology,2023,FY,19593000,-14465000,-19884000,10255000,26573000,-16318000,2557000,2225000,-9577000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001261249.json
1261249,"Agile Therapeutics,¬†Inc.",,New Jersey,8073,Clinical Research Organizations,Pharmaceuticals,2022,FY,10884000,-25412000,-52556000,14242000,19787000,-5545000,5246000,3253000,-35947000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001261249.json
1261249,"Agile Therapeutics,¬†Inc.",,"New Jersey, …tats-Unis",8073,Clinical Research Organizations,Biotechnology,2021,FY,4101000,-74894000,-71005000,39333000,30062000,9271000,19143000,6246000,-65202000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001261249.json
1261249,"Agile Therapeutics,¬†Inc.",,New Jersey,8073,Clinical Research Organizations,Biotechnology,2020,FY,749000,-51853000,-49053000,73062000,23734000,49328000,14463000,13500000,-47311000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001261249.json
1261249,"Agile Therapeutics,¬†Inc.",,…tats-Unis (New Jersey),8073,Clinical Research Organizations,Biotechnology,2019,FY,,-18606000,-18858000,49540000,3795000,45745000,34479000,9858000,-15689000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001261249.json
1541157,"Akari Therapeutics, Plc",,Ireland,8079,Miscellaneous Medical Services ‚ùóÔ∏èReview,Biotechnology,2025,FY,,-3705000,-3525000,50959000,29213000,21746000,2582000,813000,-2150000,8430000,,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001541157.json
1541157,"Akari Therapeutics, Plc",,IsraÎl,8079,Miscellaneous Medical Services ‚ùóÔ∏èReview,Biotechnology,2024,FY,0,-19791000,-21643000,50562000,28333000,22229000,2599000,6983000,-12552000,8430000,14000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001541157.json
1541157,"Akari Therapeutics, Plc",,IsraÎl,8079,Miscellaneous Medical Services ‚ùóÔ∏èReview,Biotechnology,2023,FY,,-10008000,-16806000,4355000,4584000,-229000,3845000,5450000,-16432000,,14000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001541157.json
1541157,"Akari Therapeutics, Plc",,IsraÎl,8079,Miscellaneous Medical Services ‚ùóÔ∏èReview,Biotechnology,2022,FY,,-17748062,-23088208,13831612,12040866,1790746,13249945,9560897,-21504522,,16880,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001541157.json
1541157,"Akari Therapeutics, Plc",,…tats-Unis,8079,Miscellaneous Medical Services ‚ùóÔ∏èReview,Biotechnology,2021,FY,,-17424237,-17214136,11648028,6093446,5554582,9361270,9133455,-18846528,,22929,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001541157.json
1541157,"Akari Therapeutics, Plc",,United Kingdom,8079,Miscellaneous Medical Services ‚ùóÔ∏èReview,Biotechnology,2020,FY,,-17081617,-17980974,14604807,5220488,9384319,14055777,8820204,-16950408,,27150,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001541157.json
1541157,"Akari Therapeutics, Plc",,Irlande,8079,Miscellaneous Medical Services ‚ùóÔ∏èReview,Biotechnology,2019,FY,,-17105791,-16963120,6801798,8574256,-1772458,5731691,8739420,-12918313,,30163,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001541157.json
1662524,"Akcea Therapeutics, Inc.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products,Pharmaceuticals,2020,FY,38451000,-92427000,-96350000,527937000,48909000,479028000,135744000,47086000,-77528000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662524.json
1662524,"Akcea Therapeutics, Inc.",,DÈlaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2019,FY,488543000,40772000,38074000,599250000,56246000,543004000,306866000,292852000,223825000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662524.json
1744659,"Akero Therapeutics, Inc.",,"Californie, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-70725000,-80882000,1155843000,71997000,1083846000,185922000,69567000,-67664000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001744659.json
1744659,"Akero Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-252060000,-285423000,825886000,75774000,750112000,340238000,247497000,-230107000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001744659.json
1744659,"Akero Therapeutics, Inc.",,"Californie, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-151759000,-172870000,580271000,44965000,535306000,234207000,141798000,-145367000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001744659.json
1744659,"Akero Therapeutics, Inc.",,"Californie, …tats-Unis",5123,Wholesale Pharmaceuticals,Biotechnology,2022,FY,,-112033000,-115156000,356570000,30008000,326562000,249773000,85284000,-92517000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001744659.json
1744659,"Akero Therapeutics, Inc.",,Massachusetts,5123,Wholesale Pharmaceuticals,Biotechnology,2021,FY,,-100777000,-100886000,195548000,26439000,169109000,150483000,81759000,-79681000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001744659.json
1744659,"Akero Therapeutics, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-79207000,-80154000,273339000,14627000,258712000,187242000,64916000,-70804000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001744659.json
1744659,"Akero Therapeutics, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Biotechnology,2019,FY,,-43755000,-45651000,138118000,9392000,128726000,64788000,37046000,-35627000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001744659.json
1711933,"Akoya Biosciences, Inc.",,"Californie, …tats-Unis",8731,Commercial Physical and Biological Research,Biotechnology,2025,FY,16639000,-15652000,-13412000,112649000,118538000,-5889000,20357000,5557000,-7214000,18262000,13845000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001711933.json
1711933,"Akoya Biosciences, Inc.",,"Californie, …tats-Unis",8731,Commercial Physical and Biological Research,Biotechnology,2024,FY,81672000,-55365000,-46730000,125005000,117410000,7595000,11779000,19745000,-44103000,18262000,14559000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001711933.json
1711933,"Akoya Biosciences, Inc.",,…tats-Unis,8731,Commercial Physical and Biological Research,Biotechnology,2023,FY,96633000,-63323000,-57668000,180369000,126599000,53770000,83125000,21889000,-50899000,18262000,17412000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001711933.json
1711933,"Akoya Biosciences, Inc.",,Delaware,8731,Commercial Physical and Biological Research,Biotechnology,2022,FY,74859000,-70641000,-66106000,176031000,117450000,58581000,74229000,23211000,-53496000,18262000,20048000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001711933.json
1711933,"Akoya Biosciences, Inc.",,"Californie, …tats-Unis",8731,Commercial Physical and Biological Research,Biotechnology,2021,FY,54917000,-42935000,-39298000,190907000,69556000,121351000,113079000,15701000,-36068000,18262000,21150000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001711933.json
1107421,"Alaunos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2025,FY,2000,-1073000,-1092000,2120000,1062000,1058000,319000,347000,-772000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001107421.json
1107421,"Alaunos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2024,FY,10000,-4679000,-4812000,2755000,692000,2063000,1091000,362000,-4971000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001107421.json
1107421,"Alaunos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2023,FY,5000,-35140000,-34267000,8263000,1956000,6307000,6062000,16279000,-30142000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001107421.json
1107421,"Alaunos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2022,FY,2922000,-37730000,-35105000,64937000,26382000,38555000,39058000,25018000,-29232000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001107421.json
1107421,"Alaunos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2021,FY,398000,-78751000,-77549000,94865000,36809000,58057000,76054000,49643000,-61468000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001107421.json
1107421,"Alaunos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2020,FY,0,-79976000,-80361000,146345000,22363000,123982000,115069000,52696000,-57013000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001107421.json
1107421,"Alaunos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2019,FY,15900000,-117796000,-57858000,109114000,14104000,95010000,79741000,38331000,-40854000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001107421.json
1799448,"Aligos Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,311000,43088000,-19243000,150699000,34254000,116445000,73763000,14502000,-20909000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001799448.json
1799448,"Aligos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Biotechnology,2024,FY,3611000,-131211000,-89154000,70094000,99067000,-28973000,36997000,70269000,-80743000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001799448.json
1799448,"Aligos Therapeutics, Inc.",,"Californie, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,6191000,-87679000,-88127000,151527000,59447000,92080000,135704000,73040000,-78997000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001799448.json
1799448,"Aligos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,0,-96046000,-97580000,146693000,42793000,103900000,81347000,85077000,-79389000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001799448.json
1799448,"Aligos Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,0,-128332000,-128321000,235369000,50638000,184731000,186816000,104153000,-115662000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001799448.json
1799448,"Aligos Therapeutics, Inc.",,"California, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,0,-108543000,-97834000,265302000,45263000,220039000,220383000,79890000,-74263000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001799448.json
1860657,"Allarity Therapeutics, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-2732000,-3036000,29730000,11061000,18669000,25201000,1403000,-2686000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001860657.json
1860657,"Allarity Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Biotechnology,2024,FY,,-24515000,-27241000,22650000,10839000,11811000,19533000,6096000,-17352000,,0,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001860657.json
1860657,"Allarity Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-11901000,-17129000,11862000,14613000,-2751000,166000,7103000,-12745000,,9714000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001860657.json
1860657,"Allarity Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-16058000,-34463000,14544000,12654000,-113000,2029000,6930000,-16817000,,9549000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001860657.json
1860657,"Allarity Therapeutics, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-26648000,-26556000,49633000,30849000,18152000,5584000,14196000,-15050000,,28135000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001860657.json
1737287,"Allogene Therapeutics, Inc.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2025,FY,0,-59733000,-65191000,507982000,122589000,385393000,42455000,50200000,-52929000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001737287.json
1737287,"Allogene Therapeutics, Inc.",,"Californie, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,22000,-257590000,-273199000,548710000,126531000,422179000,75218000,192299000,-200300000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001737287.json
1737287,"Allogene Therapeutics, Inc.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2023,FY,95000,-1562200000,-327737000,642837000,130604000,512233000,83155000,242914000,-237733000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001737287.json
